invoice_id,branch,city,customer_type,gender,product_line, unit_price ,quantity,tax_5%, total ,date,time,payment, cogs ,gross_margin_percentage, gross_income ,rating, order_value , month 
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.09,2/18/2019,4:28 PM,Ewallet,176.28,4.761904762,8.81,8.4,35.26,February
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.69,2/26/2019,8:26 PM,Cash,206.37,4.761904762,10.32,5.5,92.87,February
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.39,1/18/2019,3:08 PM,Cash,39.42,4.761904762,1.97,8.4,1.97,January
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.14,2/15/2019,6:03 PM,Ewallet,91.56,4.761904762,4.58,9.8,27.47,February
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.29,3/8/2019,1:21 PM,Cash,308.85,4.761904762,15.44,6.7,77.21,March
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.58,1/17/2019,12:48 PM,Credit card,129.12,4.761904762,6.46,9.4,38.74,January
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.51,3/12/2019,7:53 PM,Ewallet,390.96,4.761904762,19.55,6.4,78.19,March
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.85,3/9/2019,7:09 PM,Cash,498.90,4.761904762,24.95,5.4,124.73,March
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.89,3/12/2019,4:30 PM,Cash,377.04,4.761904762,18.85,8.6,75.41,March
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.75,1/25/2019,10:11 AM,Credit card,204.52,4.761904762,10.23,4,40.90,January
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.71,3/25/2019,1:07 PM,Cash,145.44,4.761904762,7.27,7.6,29.09,March
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.09,2/7/2019,6:48 PM,Cash,198.18,4.761904762,9.91,6.8,89.18,February
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.90,3,4.935,103.64,2/17/2019,5:27 PM,Credit card,98.70,4.761904762,4.94,9.1,14.81,February
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.36,2/3/2019,3:59 PM,Cash,385.10,4.761904762,19.26,5.5,96.28,February
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.31,3/14/2019,11:21 AM,Credit card,46.96,4.761904762,2.35,7.9,4.70,March
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.70,5,3.675,77.18,3/24/2019,1:48 PM,Ewallet,73.50,4.761904762,3.68,8.5,18.38,March
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.36,3/21/2019,10:17 AM,Credit card,142.25,4.761904762,7.11,9.1,35.56,March
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.40,9,34.38,721.98,3/19/2019,3:49 PM,Ewallet,687.60,4.761904762,34.38,7.5,309.42,March
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.09,2/24/2019,1:02 PM,Cash,347.70,4.761904762,17.39,5.2,104.31,February
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.10,3/28/2019,12:58 PM,Credit card,142.95,4.761904762,7.15,9.5,21.44,March
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.65,2/5/2019,3:26 PM,Credit card,385.38,4.761904762,19.27,8.9,173.42,February
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.48,2/10/2019,6:23 PM,Credit card,144.27,4.761904762,7.21,7.8,21.64,February
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.38,3/5/2019,7:06 PM,Ewallet,391.79,4.761904762,19.59,8.9,137.13,March
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.90,7,26.915,565.22,2/15/2019,8:21 PM,Cash,538.30,4.761904762,26.92,7.7,188.41,February
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.41,1/30/2019,4:24 PM,Ewallet,485.15,4.761904762,24.26,9.3,121.29,January
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.65,2/14/2019,3:04 PM,Cash,133.95,4.761904762,6.70,6.2,20.09,February
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.44,2/27/2019,4:10 PM,Ewallet,701.37,4.761904762,35.07,7.6,315.62,February
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.55,2/4/2019,12:14 PM,Cash,71.95,4.761904762,3.60,7.3,3.60,February
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.70,1/20/2019,10:13 AM,Cash,714.00,4.761904762,35.70,4.7,285.60,January
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.25,3/28/2019,5:38 PM,Cash,182.14,4.761904762,9.11,5.1,63.75,March
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.50,10,6.75,141.75,2/27/2019,11:06 AM,Credit card,135.00,4.761904762,6.75,4.8,67.50,February
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.30,10,49.65,1042.65,2/15/2019,2:53 PM,Credit card,993.00,4.761904762,49.65,6.6,496.50,February
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.92,1/26/2019,6:22 PM,Cash,361.83,4.761904762,18.09,5.5,126.64,January
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.27,3/14/2019,7:02 PM,Credit card,383.11,4.761904762,19.16,8.5,134.09,March
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.00,9,12.15,255.15,3/2/2019,2:16 PM,Cash,243.00,4.761904762,12.15,4.8,109.35,March
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.75,3/4/2019,3:44 PM,Cash,30.24,4.761904762,1.51,8.4,1.51,March
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.39,1/7/2019,12:20 PM,Credit card,356.56,4.761904762,17.83,7.8,71.31,January
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.28,3/8/2019,8:01 PM,Credit card,375.50,4.761904762,18.78,9.3,187.75,March
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,1/9/2019,1:45 PM,Cash,954.40,4.761904762,47.72,5.2,477.20,January
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.50,3,4.125,86.63,3/1/2019,3:40 PM,Ewallet,82.50,4.761904762,4.13,6.5,12.38,March
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.72,3/16/2019,4:58 PM,Cash,74.97,4.761904762,3.75,5.6,3.75,March
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.06,2/17/2019,11:12 AM,Credit card,647.68,4.761904762,32.38,7.4,259.07,February
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.55,2/27/2019,3:12 PM,Cash,755.76,4.761904762,37.79,9.1,302.30,February
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.56,3/7/2019,8:37 PM,Ewallet,199.58,4.761904762,9.98,8,19.96,March
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.29,1/21/2019,5:44 PM,Cash,439.32,4.761904762,21.97,7.2,131.80,January
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.21,2/19/2019,4:23 PM,Cash,164.96,4.761904762,8.25,7.1,32.99,February
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.06,1/6/2019,12:12 PM,Cash,326.72,4.761904762,16.34,9.1,65.34,January
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.97,3/14/2019,7:33 PM,Cash,461.88,4.761904762,23.09,5.6,207.85,March
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.95,3/24/2019,10:29 AM,Cash,263.76,4.761904762,13.19,6,52.75,March
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,2:28 PM,Cash,143.60,4.761904762,7.18,5.4,71.80,January
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.50,9,9.675,203.18,3/6/2019,12:46 PM,Credit card,193.50,4.761904762,9.68,7.8,87.08,March
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.01,2/2/2019,7:40 PM,Cash,183.82,4.761904762,9.19,9.9,64.34,February
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.02,1/25/2019,7:39 PM,Credit card,121.92,4.761904762,6.10,4.9,12.19,January
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.69,3/14/2019,5:54 PM,Ewallet,420.66,4.761904762,21.03,5.2,126.20,March
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.10,1/29/2019,12:25 PM,Cash,252.48,4.761904762,12.62,8.9,75.74,January
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.22,1/3/2019,4:47 PM,Credit card,335.45,4.761904762,16.77,9.1,83.86,January
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.70,5,24.175,507.68,1/14/2019,12:52 PM,Ewallet,483.50,4.761904762,24.18,7,120.88,January
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.34,1/5/2019,7:50 PM,Credit card,318.42,4.761904762,15.92,9.6,143.29,January
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.85,2/22/2019,6:17 PM,Ewallet,668.43,4.761904762,33.42,8.7,233.95,February
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.32,2/6/2019,5:20 PM,Ewallet,387.92,4.761904762,19.40,9.4,77.58,February
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,1:32 PM,Credit card,94.60,4.761904762,4.73,4,18.92,January
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.79,1/11/2019,10:37 AM,Credit card,329.32,4.761904762,16.47,7.5,65.86,January
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.88,3/19/2019,2:35 PM,Cash,53.22,4.761904762,2.66,4.2,5.32,March
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.37,1/14/2019,12:09 PM,Cash,498.45,4.761904762,24.92,9.9,124.61,January
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.54,3/1/2019,3:32 PM,Ewallet,299.56,4.761904762,14.98,4.2,59.91,March
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.94,1/6/2019,1:58 PM,Ewallet,204.70,4.761904762,10.24,9.9,51.18,January
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.61,1/31/2019,1:19 PM,Cash,75.82,4.761904762,3.79,5.8,3.79,January
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.65,3/11/2019,1:37 PM,Cash,280.62,4.761904762,14.03,6,84.19,March
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,4:49 PM,Credit card,323.20,4.761904762,16.16,10,161.60,February
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.96,1/27/2019,2:55 PM,Ewallet,486.63,4.761904762,24.33,9.5,218.98,January
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.92,3/10/2019,2:04 PM,Credit card,127.54,4.761904762,6.38,6.6,44.64,March
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.51,2/15/2019,12:31 PM,Cash,241.44,4.761904762,12.07,8.1,36.22,February
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.48,1/26/2019,2:51 PM,Cash,379.50,4.761904762,18.98,9.7,189.75,January
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.66,2/13/2019,6:27 PM,Ewallet,76.82,4.761904762,3.84,7.2,3.84,February
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019,12:45 PM,Credit card,522.60,4.761904762,26.13,6.2,261.30,March
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.73,3/6/2019,10:36 AM,Ewallet,79.74,4.761904762,3.99,7.3,3.99,March
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.50,5,19.375,406.88,1/24/2019,8:36 PM,Ewallet,387.50,4.761904762,19.38,4.3,96.88,January
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.92,3/13/2019,2:16 PM,Ewallet,271.35,4.761904762,13.57,4.6,67.84,March
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.43,3/15/2019,10:26 AM,Cash,122.31,4.761904762,6.12,5.8,55.04,March
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.68,3/5/2019,1:30 PM,Credit card,246.36,4.761904762,12.32,8.3,73.91,March
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.82,3/4/2019,4:28 PM,Cash,173.16,4.761904762,8.66,8,77.92,March
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.41,3/25/2019,8:18 PM,Credit card,236.58,4.761904762,11.83,9.4,70.97,March
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.12,3/12/2019,8:04 PM,Credit card,184.88,4.761904762,9.24,6.2,36.98,March
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.68,2/4/2019,1:38 PM,Ewallet,13.98,4.761904762,0.70,9.8,0.70,February
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.69,2/22/2019,10:43 AM,Ewallet,198.75,4.761904762,9.94,9.6,49.69,February
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.76,2/16/2019,5:30 PM,Ewallet,684.53,4.761904762,34.23,4.9,239.59,February
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.49,1/19/2019,3:28 PM,Credit card,269.04,4.761904762,13.45,8,53.81,January
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.40,1/11/2019,7:07 PM,Credit card,68.95,4.761904762,3.45,7.8,17.24,January
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.58,1/4/2019,7:01 PM,Cash,274.84,4.761904762,13.74,4.1,54.97,January
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.43,3/4/2019,7:48 PM,Ewallet,226.12,4.761904762,11.31,5.5,45.22,March
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.06,1/28/2019,7:24 PM,Ewallet,119.10,4.761904762,5.96,5.4,29.78,January
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.21,1/2/2019,1:00 PM,Cash,342.10,4.761904762,17.11,5.1,171.05,January
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.93,1/25/2019,2:29 PM,Ewallet,43.74,4.761904762,2.19,6.9,4.37,January
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.09,1/4/2019,1:21 PM,Cash,104.85,4.761904762,5.24,7.8,26.21,January
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.40,3/10/2019,6:55 PM,Ewallet,77.52,4.761904762,3.88,6.6,11.63,March
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.81,3/22/2019,7:36 PM,Ewallet,407.44,4.761904762,20.37,9.2,162.98,March
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.92,1/25/2019,4:28 PM,Ewallet,96.11,4.761904762,4.81,7.8,4.81,January
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.60,1/8/2019,1:48 PM,Credit card,181.52,4.761904762,9.08,8.7,36.30,January
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.59,1/22/2019,10:57 AM,Ewallet,81.51,4.761904762,4.08,9.2,4.08,January
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.16,1/12/2019,5:13 PM,Ewallet,114.44,4.761904762,5.72,8.3,11.44,January
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.37,2/4/2019,10:23 AM,Cash,176.54,4.761904762,8.83,8.2,61.79,February
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.60,3,5.79,121.59,3/28/2019,1:57 PM,Ewallet,115.80,4.761904762,5.79,7.5,17.37,March
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.76,1/23/2019,1:29 PM,Cash,252.15,4.761904762,12.61,9.8,37.82,January
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.71,2/8/2019,1:00 PM,Credit card,972.10,4.761904762,48.61,8.7,486.05,February
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.53,3/19/2019,7:42 PM,Credit card,203.36,4.761904762,10.17,6.7,81.34,March
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.09,3/9/2019,3:36 PM,Cash,16.28,4.761904762,0.81,5,0.81,March
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.76,1/2/2019,1:40 PM,Cash,365.49,4.761904762,18.27,7,164.47,January
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.80,1/21/2019,6:01 PM,Cash,372.19,4.761904762,18.61,8.9,130.27,January
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.74,3/20/2019,1:53 PM,Credit card,62.61,4.761904762,3.13,8,9.39,March
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.17,2/27/2019,5:27 PM,Cash,336.35,4.761904762,16.82,6.9,84.09,February
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.83,3/8/2019,10:53 AM,Ewallet,906.50,4.761904762,45.33,7.3,453.25,March
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.07,1/31/2019,7:48 PM,Credit card,138.16,4.761904762,6.91,6.9,13.82,January
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.87,3/8/2019,4:53 PM,Ewallet,86.54,4.761904762,4.33,5.7,8.65,March
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.80,1/13/2019,7:14 PM,Ewallet,140.76,4.761904762,7.04,6.4,42.23,January
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.22,3/9/2019,2:36 PM,Credit card,668.78,4.761904762,33.44,9.6,234.07,March
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.81,2/22/2019,6:19 PM,Credit card,47.44,4.761904762,2.37,6.8,2.37,February
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.82,3/19/2019,7:09 PM,Ewallet,893.16,4.761904762,44.66,9,401.92,March
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.31,1/20/2019,4:51 PM,Ewallet,331.72,4.761904762,16.59,9.6,66.34,January
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.14,3/8/2019,3:37 PM,Credit card,203.94,4.761904762,10.20,7.7,61.18,March
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.57,3/8/2019,8:15 PM,Ewallet,68.16,4.761904762,3.41,7,13.63,March
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.22,2/7/2019,2:38 PM,Credit card,326.88,4.761904762,16.34,6.5,130.75,February
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,7:25 PM,Cash,87.20,4.761904762,4.36,8.1,21.80,January
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.81,3/22/2019,7:35 PM,Credit card,707.44,4.761904762,35.37,4.3,282.98,March
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.03,1/15/2019,3:42 PM,Credit card,802.89,4.761904762,40.14,6.5,361.30,January
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.42,1/8/2019,2:11 PM,Ewallet,12.78,4.761904762,0.64,9.5,0.64,January
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.10,7,6.685,140.39,1/15/2019,10:43 AM,Cash,133.70,4.761904762,6.69,9.7,46.80,January
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.11,1/28/2019,5:58 PM,Credit card,19.15,4.761904762,0.96,9.5,0.96,January
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26 AM,Credit card,276.60,4.761904762,13.83,8.9,138.30,February
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.08,3/10/2019,5:38 PM,Credit card,137.22,4.761904762,6.86,6.5,20.58,March
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.42,1/12/2019,8:07 PM,Credit card,27.07,4.761904762,1.35,5.3,1.35,January
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.08,3/26/2019,11:02 AM,Credit card,39.12,4.761904762,1.96,9.6,1.96,March
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.67,1/1/2019,7:07 PM,Cash,448.26,4.761904762,22.41,6.7,134.48,January
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.66,1/2/2019,6:50 PM,Cash,132.06,4.761904762,6.60,7.6,39.62,January
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.95,3/16/2019,12:43 PM,Ewallet,318.05,4.761904762,15.90,4.8,79.51,March
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.00,1,1.25,26.25,3/3/2019,3:09 PM,Ewallet,25.00,4.761904762,1.25,5.5,1.25,March
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.23,1/31/2019,1:47 PM,Cash,83.08,4.761904762,4.15,4.7,16.62,January
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,4:59 PM,Cash,147.80,4.761904762,7.39,6.9,36.95,February
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.40,9,34.83,731.43,2/15/2019,2:15 PM,Credit card,696.60,4.761904762,34.83,4.5,313.47,February
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.60,2/7/2019,8:24 PM,Cash,793.90,4.761904762,39.70,6.2,396.95,February
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.99,1/27/2019,1:58 PM,Cash,465.70,4.761904762,23.29,7.6,232.85,January
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.68,2/23/2019,4:52 PM,Credit card,35.89,4.761904762,1.79,7.9,1.79,February
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2/3/2019,3:19 PM,Cash,202.60,4.761904762,10.13,4.5,50.65,February
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.03,3/3/2019,12:25 PM,Credit card,730.50,4.761904762,36.53,8.7,365.25,March
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2/3/2019,10:02 AM,Cash,295.80,4.761904762,14.79,6.1,59.16,February
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.75,3/17/2019,6:58 PM,Cash,22.62,4.761904762,1.13,6.4,1.13,March
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.54,3/28/2019,3:31 PM,Credit card,256.70,4.761904762,12.84,9.1,64.18,March
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.78,3/2/2019,11:22 AM,Credit card,545.50,4.761904762,27.28,7.1,272.75,March
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.05,2/8/2019,1:12 PM,Credit card,260.05,4.761904762,13.00,7.7,91.02,February
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.23,3/22/2019,6:33 PM,Cash,222.12,4.761904762,11.11,4.5,66.64,March
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.66,2/9/2019,10:02 AM,Ewallet,21.58,4.761904762,1.08,7.2,1.08,February
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.78,2/15/2019,11:21 AM,Cash,98.84,4.761904762,4.94,8.4,4.94,February
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.75,1/23/2019,12:10 PM,Ewallet,502.62,4.761904762,25.13,5.4,150.79,January
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,1/25/2019,11:40 AM,Cash,160.20,4.761904762,8.01,9.7,32.04,January
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.87,2/2/2019,6:31 PM,Credit card,431.30,4.761904762,21.57,5.5,215.65,February
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.59,3/30/2019,5:58 PM,Cash,580.56,4.761904762,29.03,4.6,232.22,March
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,5:04 PM,Cash,322.20,4.761904762,16.11,6.6,80.55,March
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.32,2/25/2019,8:35 PM,Credit card,195.54,4.761904762,9.78,6.3,29.33,February
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.62,3/18/2019,4:10 PM,Credit card,166.30,4.761904762,8.32,4.2,41.58,March
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.09,3/7/2019,4:54 PM,Ewallet,336.28,4.761904762,16.81,4.4,67.26,March
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.89,3/16/2019,10:11 AM,Ewallet,343.70,4.761904762,17.19,6.7,171.85,March
